Reaction,url,KOs,Rule,Notes,Unclear,effector,anchor,auxiliary,carrier,pts,subunit,chain,reductase component,orthology
R11901,https://www.genome.jp/dbget-bin/www_bget?rn:R11901,"K22362,K22357,K22361,K22360,K22359,K22358,K22356,K22355,K22354,K22353","K22362+K22359+K22360+K22358+K22357,K22354+K22353+K22356",removed effector and coupling proteins,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"{'K22353': 'alkene monooxygenase alpha subunit [EC:1.14.13.69]',
 'K22354': 'alkene monooxygenase beta subunit [EC:1.14.13.69]',
 'K22355': 'alkene monooxygenase coupling protein',
 'K22356': 'alkene monooxygenase reductase',
 'K22357': 'alkene monooxygenase alpha subunit [EC:1.14.13.69]',
 'K22358': 'alkene monooxygenase beta subunit [EC:1.14.13.69]',
 'K22359': 'alkene monooxygenase gamma subunit [EC:1.14.13.69]',
 'K22360': 'alkene monooxygenase ferredoxin subunit',
 'K22361': 'alkene monooxygenase effector subunit',
 'K22362': 'alkene monooxygenase ferredoxin reductase component [EC:1.18.1.3]'}"
R00005,https://www.genome.jp/dbget-bin/www_bget?rn:R00005,"K14541,K01457","K14541,K01457",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01457': 'allophanate hydrolase [EC:3.5.1.54]',
 'K14541': 'urea carboxylase / allophanate hydrolase [EC:6.3.4.6 3.5.1.54]'}"
R00010,https://www.genome.jp/dbget-bin/www_bget?rn:R00010,"K22934,K01194","K22934,K01194",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01194': 'alpha,alpha-trehalase [EC:3.2.1.28]',
 'K22934': 'alpha,alpha-trehalase [EC:3.2.1.28]'}"
R00022,https://www.genome.jp/dbget-bin/www_bget?rn:R00022,"K12373,K01207","K12373,K01207",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01207': 'beta-N-acetylhexosaminidase [EC:3.2.1.52]',
 'K12373': 'hexosaminidase [EC:3.2.1.52]'}"
R00026,https://www.genome.jp/dbget-bin/www_bget?rn:R00026,"K01188,K05349,K05350","K01188,K05349,K05350",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01188': 'beta-glucosidase [EC:3.2.1.21]',
 'K05349': 'beta-glucosidase [EC:3.2.1.21]',
 'K05350': 'beta-glucosidase [EC:3.2.1.21]'}"
R00028,https://www.genome.jp/dbget-bin/www_bget?rn:R00028,"K01187,K12047,K12317,K12316","K01187,K12047,K12317,K12316",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01187': 'alpha-glucosidase [EC:3.2.1.20]',
 'K12047': 'maltase-glucoamylase [EC:3.2.1.20 3.2.1.3]',
 'K12316': 'lysosomal alpha-glucosidase [EC:3.2.1.20]',
 'K12317': 'neutral alpha-glucosidase C [EC:3.2.1.20]'}"
R00073,https://www.genome.jp/dbget-bin/www_bget?rn:R00073,"K00509,K11987","K00509,K11987",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00509': 'prostaglandin-endoperoxide synthase 1 [EC:1.14.99.1]',
 'K11987': 'prostaglandin-endoperoxide synthase 2 [EC:1.14.99.1]'}"
R00074,https://www.genome.jp/dbget-bin/www_bget?rn:R00074,"K20204,K20219","K20204,K20219",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K20204': 'grixazone synthase / o-aminophenol oxidase [EC:1.10.3.15 1.10.3.4]',
 'K20219': 'o-aminophenol oxidase [EC:1.10.3.4]'}"
R00078,https://www.genome.jp/dbget-bin/www_bget?rn:R00078,"K19054,K03594,K13624,K22336,K22552,K14735","K19054,K03594,K13624,K22336,K22552,K14735",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K03594': 'bacterioferritin [EC:1.16.3.1]',
 'K13624': 'ceruloplasmin [EC:1.16.3.1]',
 'K14735': 'hephaestin [EC:1.16.3.1]',
 'K19054': 'frataxin [EC:1.16.3.1]',
 'K22336': 'bacterioferritin B [EC:1.16.3.1]',
 'K22552': 'multicopper oxidase [EC:1.16.3.1]'}"
R00081,https://www.genome.jp/dbget-bin/www_bget?rn:R00081,"K02276,K02275,K02274",K02276+K02275+K02274,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"{'K02274': 'cytochrome c oxidase subunit I [EC:7.1.1.9]',
 'K02275': 'cytochrome c oxidase subunit II [EC:7.1.1.9]',
 'K02276': 'cytochrome c oxidase subunit III [EC:7.1.1.9]'}"
R00086,https://www.genome.jp/dbget-bin/www_bget?rn:R00086,"K14641,K04765,K01509,K01510,K14642,K06928","K14641,K04765,K01509,K01510,K14642,K06928",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01509': 'adenosinetriphosphatase [EC:3.6.1.-]',
 'K01510': 'apyrase [EC:3.6.1.5]',
 'K04765': 'nucleoside triphosphate diphosphatase [EC:3.6.1.9]',
 'K06928': 'nucleoside-triphosphatase [EC:3.6.1.15]',
 'K14641': 'apyrase [EC:3.6.1.5]',
 'K14642': 'golgi apyrase [EC:3.6.1.5]'}"
R00087,https://www.genome.jp/dbget-bin/www_bget?rn:R00087,"K04765,K01513","K04765,K01513",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01513': 'ectonucleotide pyrophosphatase/phosphodiesterase family member 1/3 '
           '[EC:3.1.4.1 3.6.1.9]',
 'K04765': 'nucleoside triphosphate diphosphatase [EC:3.6.1.9]'}"
R00089,https://www.genome.jp/dbget-bin/www_bget?rn:R00089,"K08045,K08048,K08046,K01768,K08042,K22944,K08049,K05873,K08041,K08044,K11265,K08047,K08043,K11029,K05851","K08045,K08048,K08046,K01768,K08042,K22944,K08049,K05873,K08041,K08044,K11265,K08047,K08043,K11029,K05851",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01768': 'adenylate cyclase [EC:4.6.1.1]',
 'K05851': 'adenylate cyclase, class 1 [EC:4.6.1.1]',
 'K05873': 'adenylate cyclase, class 2 [EC:4.6.1.1]',
 'K08041': 'adenylate cyclase 1 [EC:4.6.1.1]',
 'K08042': 'adenylate cyclase 2 [EC:4.6.1.1]',
 'K08043': 'adenylate cyclase 3 [EC:4.6.1.1]',
 'K08044': 'adenylate cyclase 4 [EC:4.6.1.1]',
 'K08045': 'adenylate cyclase 5 [EC:4.6.1.1]',
 'K08046': 'adenylate cyclase 6 [EC:4.6.1.1]',
 'K08047': 'adenylate cyclase 7 [EC:4.6.1.1]',
 'K08048': 'adenylate cyclase 8 [EC:4.6.1.1]',
 'K08049': 'adenylate cyclase 9 [EC:4.6.1.1]',
 'K11029': 'anthrax edema toxin adenylate cyclase [EC:4.6.1.1]',
 'K11265': 'adenylate cyclase 10 [EC:4.6.1.1]',
 'K22944': 'bifunctional hemolysin/adenylate cyclase [EC:4.6.1.1]'}"
R00102,https://www.genome.jp/dbget-bin/www_bget?rn:R00102,"K01242,K19980,K18152,K18153","K01242,K19980,K18152,K18153",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01242': 'ADP-ribosyl cyclase 1 [EC:3.2.2.6 2.4.99.20]',
 'K18152': 'ADP-ribosyl cyclase 2 [EC:3.2.2.6 2.4.99.20]',
 'K18153': 'NAD+ glycohydrolase [EC:3.2.2.5]',
 'K19980': 'ADP-ribosyltransferase 2 / NAD+ glycohydrolase [EC:2.4.2.31 '
           '3.2.2.5]'}"
R00103,https://www.genome.jp/dbget-bin/www_bget?rn:R00103,"K04765,K01513,K03426","K04765,K01513,K03426",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01513': 'ectonucleotide pyrophosphatase/phosphodiesterase family member 1/3 '
           '[EC:3.1.4.1 3.6.1.9]',
 'K03426': 'NAD+ diphosphatase [EC:3.6.1.22]',
 'K04765': 'nucleoside triphosphate diphosphatase [EC:3.6.1.9]'}"
R00111,https://www.genome.jp/dbget-bin/www_bget?rn:R00111,"K13241,K13242,K13427,K13240","K13241,K13242,K13427,K13240",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K13240': 'nitric-oxide synthase, brain [EC:1.14.13.39]',
 'K13241': 'nitric-oxide synthase, inducible [EC:1.14.13.39]',
 'K13242': 'nitric-oxide synthase, endothelial [EC:1.14.13.39]',
 'K13427': 'nitric-oxide synthase, plant [EC:1.14.13.39]'}"
R00112,https://www.genome.jp/dbget-bin/www_bget?rn:R00112,"K00324,K00323,K00322,K00325","K00323,K00322,K00325+K00324",,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"{'K00322': 'NAD(P) transhydrogenase [EC:1.6.1.1]',
 'K00323': 'H+-translocating NAD(P) transhydrogenase [EC:1.6.1.2 7.1.1.1]',
 'K00324': 'H+-translocating NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2 '
           '7.1.1.1]',
 'K00325': 'H+-translocating NAD(P) transhydrogenase subunit beta [EC:1.6.1.2 '
           '7.1.1.1]'}"
R00114,https://www.genome.jp/dbget-bin/www_bget?rn:R00114,"K00265,K00266",K00265+K00266,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"{'K00265': 'glutamate synthase (NADPH) large chain [EC:1.4.1.13]',
 'K00266': 'glutamate synthase (NADPH) small chain [EC:1.4.1.13]'}"
R00119,https://www.genome.jp/dbget-bin/www_bget?rn:R00119,"K18152,K01242","K18152,K01242",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01242': 'ADP-ribosyl cyclase 1 [EC:3.2.2.6 2.4.99.20]',
 'K18152': 'ADP-ribosyl cyclase 2 [EC:3.2.2.6 2.4.99.20]'}"
R00122,https://www.genome.jp/dbget-bin/www_bget?rn:R00122,"K01510,K14642,K14641","K01510,K14642,K14641",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01510': 'apyrase [EC:3.6.1.5]',
 'K14641': 'apyrase [EC:3.6.1.5]',
 'K14642': 'golgi apyrase [EC:3.6.1.5]'}"
R00126,https://www.genome.jp/dbget-bin/www_bget?rn:R00126,"K00988,K19710","K00988,K19710",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00988': 'sulfate adenylyltransferase (ADP) / ATP adenylyltransferase '
           '[EC:2.7.7.5 2.7.7.53]',
 'K19710': 'ATP adenylyltransferase [EC:2.7.7.53]'}"
R00132,https://www.genome.jp/dbget-bin/www_bget?rn:R00132,"K01672,K01673,K01674","K01672,K01673,K01674",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01672': 'carbonic anhydrase [EC:4.2.1.1]',
 'K01673': 'carbonic anhydrase [EC:4.2.1.1]',
 'K01674': 'carbonic anhydrase [EC:4.2.1.1]'}"
R00135,https://www.genome.jp/dbget-bin/www_bget?rn:R00135,"K01259,K11142","K01259,K11142",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01259': 'proline iminopeptidase [EC:3.4.11.5]',
 'K11142': 'cytosol aminopeptidase [EC:3.4.11.1 3.4.11.5]'}"
R00137,https://www.genome.jp/dbget-bin/www_bget?rn:R00137,"K06210,K00952,K06211,K13522,K19785,K00969","K06210,K00952,K13522,K19785,K00969",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00952': 'nicotinamide-nucleotide adenylyltransferase [EC:2.7.7.1]',
 'K00969': 'nicotinate-nucleotide adenylyltransferase [EC:2.7.7.18]',
 'K06210': 'nicotinamide mononucleotide adenylyltransferase [EC:2.7.7.1 '
           '2.7.7.18]',
 'K06211': 'HTH-type transcriptional regulator, transcriptional repressor of '
           'NAD biosynthesis genes [EC:2.7.7.1 2.7.1.22]',
 'K13522': 'bifunctional NMN adenylyltransferase/nudix hydrolase [EC:2.7.7.1 '
           '3.6.1.-]',
 'K19785': 'nicotinamide-nucleotide adenylyltransferase [EC:2.7.7.1]'}"
R00143,https://www.genome.jp/dbget-bin/www_bget?rn:R00143,"K05601,K15864","K05601,K15864",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K05601': 'hydroxylamine reductase [EC:1.7.99.1]',
 'K15864': 'nitrite reductase (NO-forming) / hydroxylamine reductase '
           '[EC:1.7.2.1 1.7.99.1]'}"
R00155,https://www.genome.jp/dbget-bin/www_bget?rn:R00155,"K14642,K14641,K12304,K12305,K01511,K01510","K14642,K14641,K12304,K12305,K01511,K01510",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01510': 'apyrase [EC:3.6.1.5]',
 'K01511': 'ectonucleoside triphosphate diphosphohydrolase 5/6 [EC:3.6.1.6]',
 'K12304': 'soluble calcium-activated nucleotidase 1 [EC:3.6.1.6]',
 'K12305': 'ectonucleoside triphosphate diphosphohydrolase 4 [EC:3.6.1.6]',
 'K14641': 'apyrase [EC:3.6.1.5]',
 'K14642': 'golgi apyrase [EC:3.6.1.5]'}"
R00159,https://www.genome.jp/dbget-bin/www_bget?rn:R00159,"K14641,K01510,K14642","K14641,K01510,K14642",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01510': 'apyrase [EC:3.6.1.5]',
 'K14641': 'apyrase [EC:3.6.1.5]',
 'K14642': 'golgi apyrase [EC:3.6.1.5]'}"
R00160,https://www.genome.jp/dbget-bin/www_bget?rn:R00160,"K01513,K18453","K01513,K18453",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01513': 'ectonucleotide pyrophosphatase/phosphodiesterase family member 1/3 '
           '[EC:3.1.4.1 3.6.1.9]',
 'K18453': 'ADP-ribose/FAD diphosphatase [EC:3.6.1.13 3.6.1.18]'}"
R00173,https://www.genome.jp/dbget-bin/www_bget?rn:R00173,"K13248,K07758","K13248,K07758",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K07758': 'pyridoxal phosphatase [EC:3.1.3.74]',
 'K13248': 'pyridoxal phosphate phosphatase PHOSPHO2 [EC:3.1.3.74]'}"
R00182,https://www.genome.jp/dbget-bin/www_bget?rn:R00182,"K01241,K06966","K01241,K06966",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01241': 'AMP nucleosidase [EC:3.2.2.4]',
 'K06966': ""pyrimidine/purine-5'-nucleotide nucleosidase [EC:3.2.2.10 3.2.2.-]""}"
R00183,https://www.genome.jp/dbget-bin/www_bget?rn:R00183,"K08693,K20881,K24242,K08723,K11751,K03787,K19970,K01081","K08693,K20881,K24242,K08723,K11751,K03787,K19970,K01081",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01081': ""5'-nucleotidase [EC:3.1.3.5]"",
 'K03787': ""5'-nucleotidase [EC:3.1.3.5]"",
 'K08693': ""2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase / ""
           ""5'-nucleotidase [EC:3.1.4.16 3.1.3.6 3.1.3.5]"",
 'K08723': ""5'-nucleotidase [EC:3.1.3.5]"",
 'K11751': ""5'-nucleotidase / UDP-sugar diphosphatase [EC:3.1.3.5 3.6.1.45]"",
 'K19970': ""5'-nucleotidase [EC:3.1.3.5]"",
 'K20881': ""5'-nucleotidase [EC:3.1.3.5]"",
 'K24242': ""cytosolic 5'-nucleotidase 3 [EC:3.1.3.5 3.1.3.-]""}"
R00184,https://www.genome.jp/dbget-bin/www_bget?rn:R00184,"K18445,K01518","K18445,K01518",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01518': ""bis(5'-nucleosidyl)-tetraphosphatase [EC:3.6.1.17]"",
 'K18445': 'diadenosine hexaphosphate hydrolase (ATP-forming) [EC:3.6.1.61]'}"
R00185,https://www.genome.jp/dbget-bin/www_bget?rn:R00185,"K00893,K15519,K00856","K00893,K15519,K00856",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00856': 'adenosine kinase [EC:2.7.1.20]',
 'K00893': 'deoxycitidine kinase [EC:2.7.1.74]',
 'K15519': 'deoxyadenosine/deoxycytidine kinase [EC:2.7.1.76 2.7.1.74]'}"
R00187,https://www.genome.jp/dbget-bin/www_bget?rn:R00187,"K01522,K18424","K01522,K18424",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01522': ""bis(5'-adenosyl)-triphosphatase [EC:3.6.1.29]"",
 'K18424': 'ectonucleotide pyrophosphatase/phosphodiesterase family member 4 '
           '[EC:3.6.1.29]'}"
R00188,https://www.genome.jp/dbget-bin/www_bget?rn:R00188,"K06881,K15422,K15759,K01082,K07053","K06881,K15422,K15759,K01082,K07053",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01082': ""3'(2'), 5'-bisphosphate nucleotidase [EC:3.1.3.7]"",
 'K06881': 'bifunctional oligoribonuclease and PAP phosphatase NrnA '
           '[EC:3.1.3.7 3.1.13.3]',
 'K07053': ""3',5'-nucleoside bisphosphate phosphatase [EC:3.1.3.97]"",
 'K15422': ""3'(2'), 5'-bisphosphate nucleotidase / inositol polyphosphate ""
           '1-phosphatase [EC:3.1.3.7 3.1.3.57]',
 'K15759': 'Golgi-resident PAP phosphatase [EC:3.1.3.7]'}"
R00190,https://www.genome.jp/dbget-bin/www_bget?rn:R00190,"K00759,K00760","K00759,K00760",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00759': 'adenine phosphoribosyltransferase [EC:2.4.2.7]',
 'K00760': 'hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]'}"
R00191,https://www.genome.jp/dbget-bin/www_bget?rn:R00191,"K18283,K13293,K13298,K18436,K18438,K13294,K13296,K01120,K13755,K18437,K03651,K19021","K18283,K13293,K13298,K18436,K18438,K13294,K13296,K01120,K13755,K18437,K03651,K19021",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01120': ""3',5'-cyclic-nucleotide phosphodiesterase [EC:3.1.4.17]"",
 'K03651': ""3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]"",
 'K13293': 'cAMP-specific phosphodiesterase 4 [EC:3.1.4.53]',
 'K13294': 'cAMP-specific phosphodiesterase [EC:3.1.4.53]',
 'K13296': ""cGMP-inhibited 3',5'-cyclic phosphodiesterase B [EC:3.1.4.17]"",
 'K13298': ""dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11 [EC:3.1.4.17 ""
           '3.1.4.35]',
 'K13755': ""calcium/calmodulin-dependent 3',5'-cyclic nucleotide ""
           'phosphodiesterase [EC:3.1.4.17]',
 'K18283': ""cGMP-dependent 3',5'-cyclic phosphodiesterase [EC:3.1.4.17]"",
 'K18436': ""high affinity cAMP-specific 3',5'-cyclic phosphodiesterase 7 ""
           '[EC:3.1.4.53]',
 'K18437': ""high affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic ""
           'phosphodiesterase 8 [EC:3.1.4.53]',
 'K18438': ""cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10 ""
           '[EC:3.1.4.17 3.1.4.35]',
 'K19021': ""cGMP-inhibited 3',5'-cyclic phosphodiesterase A [EC:3.1.4.17]""}"
R00220,https://www.genome.jp/dbget-bin/www_bget?rn:R00220,"K01754,K01752,K17989","K01754,K01752,K17989",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01752': 'L-serine dehydratase [EC:4.3.1.17]',
 'K01754': 'threonine dehydratase [EC:4.3.1.19]',
 'K17989': 'L-serine/L-threonine ammonia-lyase [EC:4.3.1.17 4.3.1.19]'}"
R00221,https://www.genome.jp/dbget-bin/www_bget?rn:R00221,"K20498,K01753","K20498,K01753",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01753': 'D-serine dehydratase [EC:4.3.1.18]',
 'K20498': 'D-serine ammonia-lyase [EC:4.3.1.18]'}"
R00229,https://www.genome.jp/dbget-bin/www_bget?rn:R00229,"K01905,K24012,K22224","K01905+K22224,K24012",,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"{'K01905': 'acetate---CoA ligase (ADP-forming) subunit alpha [EC:6.2.1.13]',
 'K22224': 'acetate---CoA ligase (ADP-forming) subunit beta [EC:6.2.1.13]',
 'K24012': 'acetate---CoA ligase (ADP-forming) [EC:6.2.1.13]'}"
R00236,https://www.genome.jp/dbget-bin/www_bget?rn:R00236,"K01913,K01895","K01913,K01895",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01895': 'acetyl-CoA synthetase [EC:6.2.1.1]',
 'K01913': 'acetate/butyrate---CoA ligase [EC:6.2.1.1 6.2.1.2]'}"
R00243,https://www.genome.jp/dbget-bin/www_bget?rn:R00243,"K00261,K00260,K15371","K00261,K00260,K15371",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00260': 'glutamate dehydrogenase [EC:1.4.1.2]',
 'K00261': 'glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]',
 'K15371': 'glutamate dehydrogenase [EC:1.4.1.2]'}"
R00245,https://www.genome.jp/dbget-bin/www_bget?rn:R00245,"K00294,K13821","K00294,K13821",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00294': '1-pyrroline-5-carboxylate dehydrogenase [EC:1.2.1.88]',
 'K13821': 'RHH-type transcriptional regulator, proline utilization regulon '
           'repressor / proline dehydrogenase / delta '
           '1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2 1.2.1.88]'}"
R00251,https://www.genome.jp/dbget-bin/www_bget?rn:R00251,"K07160,K01469,K23124,K23123","K01469,K07160+K23124+K23123",,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"{'K01469': '5-oxoprolinase (ATP-hydrolysing) [EC:3.5.2.9]',
 'K07160': '5-oxoprolinase (ATP-hydrolysing) subunit A [EC:3.5.2.9]',
 'K23123': '5-oxoprolinase (ATP-hydrolysing) subunit B [EC:3.5.2.9]',
 'K23124': '5-oxoprolinase (ATP-hydrolysing) subunit C [EC:3.5.2.9]'}"
R00264,https://www.genome.jp/dbget-bin/www_bget?rn:R00264,"K13877,K00128,K19588","K13877,K00128,K19588",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00128': 'aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]',
 'K13877': '2,5-dioxopentanoate dehydrogenase [EC:1.2.1.26]',
 'K19588': '2,5-dioxopentanoate dehydrogenase [EC:1.2.1.26]'}"
R00269,https://www.genome.jp/dbget-bin/www_bget?rn:R00269,"K13566,K08590","K13566,K08590",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K08590': '2-oxoglutaramate amidase [EC:3.5.1.111]',
 'K13566': 'omega-amidase [EC:3.5.1.3]'}"
R00277,https://www.genome.jp/dbget-bin/www_bget?rn:R00277,"K23998,K00275","K23998,K00275",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00275': ""pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]"",
 'K23998': ""pyridoxal 5'-phosphate synthase / NAD(P)H-hydrate epimerase ""
           '[EC:1.4.3.5 5.1.99.6]'}"
R00287,https://www.genome.jp/dbget-bin/www_bget?rn:R00287,"K04765,K01513","K04765,K01513",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01513': 'ectonucleotide pyrophosphatase/phosphodiesterase family member 1/3 '
           '[EC:3.1.4.1 3.6.1.9]',
 'K04765': 'nucleoside triphosphate diphosphatase [EC:3.6.1.9]'}"
R00295,https://www.genome.jp/dbget-bin/www_bget?rn:R00295,"K11180,K11181",K11180+K11181,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"{'K11180': 'dissimilatory sulfite reductase alpha subunit [EC:1.8.99.5]',
 'K11181': 'dissimilatory sulfite reductase beta subunit [EC:1.8.99.5]'}"
R00297,https://www.genome.jp/dbget-bin/www_bget?rn:R00297,"K21836,K18930","K21836,K18930",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K18930': 'D-lactate dehydrogenase',
 'K21836': 'D-lactate dehydrogenase (acceptor) [EC:1.1.99.6]'}"
R00299,https://www.genome.jp/dbget-bin/www_bget?rn:R00299,"K25026,K12407,K00844,K00845","K25026,K12407,K00844,K00845",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00844': 'hexokinase [EC:2.7.1.1]',
 'K00845': 'glucokinase [EC:2.7.1.2]',
 'K12407': 'glucokinase [EC:2.7.1.2]',
 'K25026': 'glucokinase [EC:2.7.1.2]'}"
R00305,https://www.genome.jp/dbget-bin/www_bget?rn:R00305,"K19813,K00115","K19813,K00115",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00115': 'glucose 1-dehydrogenase (FAD, quinone) [EC:1.1.5.9]',
 'K19813': 'glucose dehydrogenase [EC:1.1.5.9]'}"
R00306,https://www.genome.jp/dbget-bin/www_bget?rn:R00306,"K05349,K01188,K05350","K05349,K01188,K05350",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01188': 'beta-glucosidase [EC:3.2.1.21]',
 'K05349': 'beta-glucosidase [EC:3.2.1.21]',
 'K05350': 'beta-glucosidase [EC:3.2.1.21]'}"
R00308,https://www.genome.jp/dbget-bin/www_bget?rn:R00308,"K19891,K19893,K01210,K19892,K01199","K19891,K19893,K01210,K19892,K01199",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01199': 'glucan endo-1,3-beta-D-glucosidase [EC:3.2.1.39]',
 'K01210': 'glucan 1,3-beta-glucosidase [EC:3.2.1.58]',
 'K19891': 'glucan endo-1,3-beta-glucosidase 1/2/3 [EC:3.2.1.39]',
 'K19892': 'glucan endo-1,3-beta-glucosidase 4 [EC:3.2.1.39]',
 'K19893': 'glucan endo-1,3-beta-glucosidase 5/6 [EC:3.2.1.39]'}"
R00311,https://www.genome.jp/dbget-bin/www_bget?rn:R00311,"K21418,K00510","K21418,K00510",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00510': 'heme oxygenase 1 [EC:1.14.14.18]',
 'K21418': 'heme oxygenase 2 [EC:1.14.14.18]'}"
R00316,https://www.genome.jp/dbget-bin/www_bget?rn:R00316,"K01895,K01913","K01895,K01913",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01895': 'acetyl-CoA synthetase [EC:6.2.1.1]',
 'K01913': 'acetate/butyrate---CoA ligase [EC:6.2.1.1 6.2.1.2]'}"
